"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDL46","OUT049",1772.516469616
"FDM20","OUT045",4224.90141374947
"NCI06","OUT010",520.200339683178
"DRM11","OUT035",4088.54580720185
"NCH07","OUT018",2354.38745861162
"FDS23","OUT013",1932.57846493993
"FDO49","OUT018",682.449298583937
"FDS35","OUT049",943.522800966068
"DRK39","OUT045",1374.16516758175
"DRI39","OUT049",877.046485334501
"FDV04","OUT017",2376.37678198053
"NCN14","OUT035",3035.64523183901
"FDH08","OUT013",3877.65034564086
"FDS20","OUT046",3074.11584894722
"FDV40","OUT049",1099.16108680289
"FDZ48","OUT010",279.639892468636
"FDS24","OUT027",2542.16603756638
"FDK44","OUT049",2819.85852502648
"FDS48","OUT045",2571.37335033276
"FDK26","OUT010",574.011936948016
"FDD23","OUT045",3050.97145432622
"NCH54","OUT017",2670.899509801
"NCP14","OUT010",335.01803670176
"FDM60","OUT010",136.561768077799
"FDV24","OUT017",2445.59855398664
"FDH08","OUT018",3419.56871987128
"FDS12","OUT027",3342.75755216623
"FDR39","OUT027",4886.26085732556
"FDP12","OUT027",1408.36142581509
"DRF60","OUT027",5487.87328010226
"FDC09","OUT035",1802.59414510486
"FDF50","OUT018",2937.71466899457
"FDG28","OUT035",4038.78977669268
"NCE19","OUT017",860.197077446711
"NCM53","OUT010",340.228608319373
"NCN18","OUT049",1719.79878642292
"FDF32","OUT035",3354.86269396634
"FDF11","OUT013",3707.78120167961
"DRI59","OUT049",4219.75967107877
"NCG54","OUT035",3030.30277885425
"FDM44","OUT046",1571.9759343455
"FDT57","OUT018",2815.97166546017
"FDV24","OUT046",2374.23219895878
"FDI50","OUT019",529.962261784002
"FDS09","OUT035",924.621668607749
"NCC31","OUT027",3909.75950681688
"FDQ07","OUT019",526.66904901628
"FDC22","OUT017",3059.72931297333
"FDZ56","OUT046",2661.59729375582
"FDZ40","OUT019",170.333003471817
"FDS46","OUT027",2862.26414648112
"DRD24","OUT045",1983.56527377616
"FDV45","OUT017",3234.22551960837
"FDL26","OUT045",2893.51849472193
"FDA56","OUT018",1542.85242558023
"FDN27","OUT046",1790.26159086437
"FDM20","OUT049",4197.97111892292
"FDO16","OUT017",1703.39180900704
"FDL03","OUT035",3491.56491779691
"FDE58","OUT046",2027.81362653748
"FDI02","OUT027",2883.53204763135
"NCC55","OUT019",125.326971203827
"FDR03","OUT018",3108.6718188889
"FDB14","OUT017",1474.43899321362
"FDR45","OUT013",3766.24780695293
"NCN07","OUT017",2185.88323949331
"FDM51","OUT019",268.899807945526
"FDT52","OUT027",6058.4658369982
"FDL26","OUT046",2398.11128399357
"NCZ42","OUT046",3590.5827408922
"DRI47","OUT019",382.41798968424
"FDW40","OUT013",2474.83302433774
"FDN34","OUT046",2882.29818179021
"FDS01","OUT035",3122.14477447598
"NCG55","OUT045",1783.40960904431
"FDC11","OUT035",1302.02240473907
"FDX35","OUT018",3031.80982288436
"NCB06","OUT046",2416.51627365468
"FDR09","OUT019",563.944522534656
"FDC53","OUT017",1756.31346837913
"FDY45","OUT013",3776.51455762762
"FDA22","OUT010",512.820894213286
"FDE02","OUT035",1572.57666085235
"FDW21","OUT045",1805.94345673639
"FDV34","OUT046",1337.04254948098
"FDS59","OUT049",1841.08425687219
"NCW17","OUT017",2365.97374013204
"NCK54","OUT046",1925.45679474469
"FDG17","OUT019",573.117961306333
"FDG35","OUT017",2961.36915779675
"FDD08","OUT010",162.788363694112
"NCO07","OUT017",3761.69147604043
"FDJ10","OUT010",505.405105122571
"FDW36","OUT017",1700.56289876696
"FDW21","OUT010",442.372825707584
"FDY19","OUT017",1981.18790407951
"DRE03","OUT013",724.99852404017
"NCC55","OUT049",788.710046011754
"FDH52","OUT010",218.089877452734
"FDO09","OUT017",3977.40278580982
"FDU43","OUT045",3716.79492895643
"FDX09","OUT010",511.631280408862
"FDH40","OUT019",284.913221832307
"FDW58","OUT017",1631.51863631056
"FDC47","OUT017",4102.1884830738
"NCR41","OUT035",1552.13877183736
"DRG49","OUT035",4046.16740325756
"FDC52","OUT027",4302.37243213503
"FDY13","OUT046",1317.08664273294
"FDY35","OUT013",776.774446351112
"FDI35","OUT017",3468.63468015623
"NCU18","OUT049",2427.46268522695
"FDY33","OUT018",2480.86211165986
"FDC15","OUT027",3958.54173065515
"FDU01","OUT049",3026.04126382861
"NCU42","OUT046",2768.74496377985
"NCV29","OUT018",2374.76441027083
"NCY30","OUT017",2862.4955072832
"FDQ46","OUT049",1769.09239613576
"FDG58","OUT027",4279.58534017944
"FDK33","OUT017",4396.34543670247
"NCD07","OUT045",1691.08506018527
"NCX29","OUT027",3866.55202354452
"NCT42","OUT013",2558.6650402302
"DRN59","OUT035",762.150982383944
"FDI44","OUT035",1281.30946159621
"FDA45","OUT049",2372.19402680608
"FDP31","OUT045",960.649339043962
"FDY01","OUT046",1944.56225205404
"FDT09","OUT018",1680.13906284726
"DRH03","OUT027",2514.94328858064
"FDA36","OUT018",2515.73501730162
"NCF31","OUT017",2468.41711323406
"FDG14","OUT049",2507.56926397903
"FDG28","OUT027",6106.33002721212
"FDU14","OUT049",4068.21098494136
"FDY47","OUT019",315.778345391751
"FDI56","OUT049",1456.341214742
"DRD01","OUT013",771.328147647927
"FDM22","OUT046",993.270309406238
"FDH33","OUT013",660.104974462772
"DRZ24","OUT013",1895.40345230885
"NCQ38","OUT046",1723.25486249752
"FDO16","OUT027",2399.34005403718
"FDU07","OUT027",4225.98233757505
"NCB07","OUT013",2644.06917835398
"FDU48","OUT045",1801.37393305853
"NCM43","OUT045",2699.82127509207
"FDR31","OUT010",486.271999365456
"DRK49","OUT018",536.609008054058
"NCI30","OUT010",962.136037840412
"DRD60","OUT017",3307.73731475379
"NCG19","OUT046",3520.55485642461
"FDH12","OUT035",1619.86604756811
"FDM32","OUT035",1407.94580032242
"FDM27","OUT035",2686.17905996134
"NCU53","OUT027",4108.20876748588
"NCQ18","OUT046",1762.2573493868
"FDS10","OUT013",2999.46332577215
"FDB33","OUT027",4239.49108224513
"FDI12","OUT013",1580.46466004544
"NCW42","OUT013",3675.52694747595
"NCC06","OUT018",1823.20457086489
"FDW02","OUT017",1986.60500459689
"NCD43","OUT017",1746.67799560767
"FDM57","OUT018",1155.19272475633
"FDA58","OUT017",3713.81670040024
"FDK56","OUT046",3036.14458997147
"FDP52","OUT045",3803.62548735706
"FDW20","OUT018",1657.68598838691
"FDS52","OUT049",1659.4748022453
"NCT29","OUT018",1692.88127854655
"NCL54","OUT013",2886.52261139962
"FDC05","OUT045",2657.15012973176
"FDF34","OUT035",2910.02509251695
"FDP03","OUT027",3032.2672698082
"FDD32","OUT010",260.37883087968
"FDZ10","OUT045",1873.27524802428
"FDZ40","OUT035",921.07250261637
"FDD51","OUT018",633.068632606761
"NCY30","OUT019",424.063231686466
"FDP58","OUT017",3729.28395650648
"FDV49","OUT017",4374.0369991603
"FDY24","OUT019",262.710221521957
"NCO55","OUT017",1718.58289568901
"FDR13","OUT017",1940.34235903217
"FDS51","OUT017",968.221561995865
"FDP26","OUT045",1430.99663290143
"NCB54","OUT027",3156.83783436239
"FDF32","OUT017",3357.07152935164
"FDN31","OUT018",2721.97505550754
"DRM48","OUT017",701.899332008308
"FDN20","OUT049",2825.78490440312
"DRL01","OUT046",3957.60641532978
"FDV56","OUT049",1758.12937462568
"DRH13","OUT027",2669.08940451331
"FDA03","OUT017",2419.23771560214
"FDF47","OUT027",5919.67886885026
"FDX32","OUT046",2635.57689471713
"FDX57","OUT049",1689.74646321408
"NCA30","OUT045",2704.60714644243
"FDO49","OUT013",725.894099712894
"FDL04","OUT019",263.402324610882
"DRM48","OUT035",728.526036635608
"FDR16","OUT013",3683.53668351829
"NCC19","OUT018",2667.40414438219
"NCE42","OUT045",3193.34885309664
"FDY24","OUT017",1257.97140831693
"FDH19","OUT049",2804.99680723977
"FDJ46","OUT013",2799.75398563442
"FDN45","OUT010",738.364155848889
"FDY08","OUT035",2342.67730204204
"FDZ37","OUT035",1529.85379515057
"NCT30","OUT045",760.049075352103
"DRY23","OUT018",602.433454219441
"NCZ30","OUT018",1814.41024900593
"FDC44","OUT018",1445.12193701866
"FDB45","OUT035",1535.51858795735
"FDY04","OUT013",2570.36594081592
"FDM27","OUT046",2678.25001326438
"FDZ43","OUT017",4158.49735605949
"FDT39","OUT019",403.338719231824
"NCC06","OUT019",318.726330556643
"FDL15","OUT027",4121.21796277722
"FDL57","OUT017",4466.70790108691
"FDU08","OUT046",1538.04308189024
"FDK40","OUT017",4051.26985510843
"FDQ12","OUT010",717.755368400002
"FDS48","OUT017",2777.99967379082
"FDP09","OUT045",3725.38089383136
"FDW21","OUT049",1699.0433889918
"FDY25","OUT035",3220.30760331678
"DRE13","OUT017",1579.88977689927
"FDV43","OUT019",128.988629373055
"FDD22","OUT045",1665.64645639633
"FDM46","OUT019",308.854028421644
"NCO30","OUT010",586.858531931057
"FDM25","OUT046",2709.05480122447
"NCN41","OUT049",2175.08230950136
"FDU24","OUT045",1497.24246610351
"FDZ50","OUT046",2942.28660003249
"FDP45","OUT013",3805.62953449086
"NCM54","OUT045",1826.74534527703
"FDW10","OUT019",421.379892264275
"FDP20","OUT017",2126.09303651321
"FDK32","OUT046",2551.93132105486
"FDN52","OUT049",1319.66381208944
"FDM58","OUT045",1646.39646083787
"FDZ46","OUT027",2971.19340581485
"NCA18","OUT018",1698.02510948373
"FDD35","OUT046",2165.60475970911
"NCK31","OUT035",833.961700259882
"FDI40","OUT027",2808.23696975166
"FDT50","OUT019",267.167729034383
"NCT06","OUT046",2569.37390675111
"FDT31","OUT035",3276.47181477203
"FDT45","OUT049",828.506885409575
"FDT13","OUT045",2812.12380383964
"FDO50","OUT045",1400.90180719365
"NCU18","OUT010",486.215212566835
"NCR54","OUT049",3447.00694786893
"NCO18","OUT018",2416.69814040423
"FDU09","OUT045",864.180441399325
"FDT13","OUT018",2617.18198677667
"FDE09","OUT046",1828.05753975423
"NCK53","OUT019",278.234604221503
"FDG45","OUT049",3998.35732235082
"DRH15","OUT035",810.840890418222
"FDO21","OUT019",546.039241236024
"FDD14","OUT027",4860.56253803692
"FDC09","OUT046",1639.87214846497
"FDH45","OUT027",1511.45461701798
"FDV32","OUT046",1183.90704169094
"FDG12","OUT035",2198.77378286348
"FDS32","OUT013",2018.29351567063
"NCL55","OUT018",3223.89682294186
"DRE01","OUT035",4086.05028016901
"DRE15","OUT049",1296.7835600169
"NCL42","OUT045",3791.50183634429
"FDP31","OUT013",865.84595458096
"FDN33","OUT018",1392.90636007193
"FDZ59","OUT046",2781.59184074327
"FDE45","OUT010",531.145014097213
"FDJ07","OUT013",1693.1277773602
"FDQ45","OUT018",2590.27200639598
"FDM33","OUT027",5680.80750350267
"FDO15","OUT010",288.120496247921
"FDM46","OUT013",1608.35634521141
"FDR03","OUT045",3641.27821216116
"FDY49","OUT018",2223.20666263364
"FDQ60","OUT045",1853.73077505236
"FDW10","OUT049",2508.42829673481
"FDO51","OUT049",781.239009085966
"FDJ40","OUT018",1358.86166087116
"FDS20","OUT018",2590.52527246578
"FDU45","OUT013",1956.11839245853
"FDV02","OUT035",2900.50265430263
"FDN09","OUT046",3609.64386734977
"NCM55","OUT027",4864.42759586179
"FDN23","OUT018",2271.32410407193
"FDY31","OUT010",515.718377403465
"FDW03","OUT010",367.402738003466
"FDD14","OUT046",2844.65858316343
"FDV23","OUT017",1975.96760731709
"DRI03","OUT045",2564.25946032384
"FDN13","OUT035",1405.10899510577
"FDF45","OUT027",1819.86626441587
"FDU46","OUT035",1518.75489842502
"FDB57","OUT049",3534.33672390356
"FDV12","OUT049",1734.83175374997
"FDQ58","OUT013",2425.81700491631
"NCA18","OUT017",1857.43451153999
"FDH52","OUT049",916.845422300473
"FDM24","OUT018",2345.85928417958
"NCP43","OUT027",4561.9882688772
"NCO18","OUT019",404.869364978824
"FDM32","OUT017",1361.34590676603
"NCL07","OUT017",608.04883958741
"FDK03","OUT013",4348.1146884964
"FDP59","OUT017",1506.12394972702
"FDQ24","OUT049",4068.50447952509
"FDQ16","OUT018",1340.51325632654
"FDU44","OUT013",2475.49538906998
"FDH28","OUT010",151.476835101488
"FDV28","OUT019",135.021045182674
"FDM22","OUT045",883.31564358319
"FDR56","OUT046",2931.22399889538
"FDV39","OUT049",3028.19152204864
"FDU37","OUT019",297.419348439275
"FDQ11","OUT010",978.589831810526
"FDX02","OUT045",3825.90598213592
"NCS42","OUT018",1478.60124205498
"FDY57","OUT027",2656.62865783854
"FDB21","OUT049",4006.72687734667
"FDE28","OUT017",3583.85427154829
"FDQ55","OUT017",2001.51000050059
"FDA48","OUT049",3558.85674513739
"FDZ19","OUT045",2479.21376968725
"NCC43","OUT045",3552.07198192717
"NCV18","OUT046",1578.96426103893
"NCA42","OUT018",2431.66469501514
"FDY45","OUT046",3856.85818482487
"NCC30","OUT045",2822.98194478668
"FDM57","OUT013",1547.4570730238
"FDL09","OUT010",507.212059140595
"FDB09","OUT027",3110.18785555004
"FDT44","OUT035",1798.08818686903
"NCT06","OUT027",4413.11923010209
"FDX26","OUT049",3222.92352260584
"FDK32","OUT013",2478.35426829363
"DRA12","OUT046",2200.35845948045
"FDO46","OUT010",604.562345066441
"FDE52","OUT013",1364.36168005961
"NCH42","OUT045",3799.82244503241
"FDV08","OUT035",800.118483810798
"FDB47","OUT018",2732.44154563579
"FDC28","OUT010",276.106624265329
"FDD22","OUT046",1817.10667294351
"FDS07","OUT027",3105.56973791201
"DRI13","OUT045",3654.36912106899
"FDG32","OUT018",3486.95158919426
"FDU14","OUT017",4291.87737902375
"FDD28","OUT019",175.296743377503
"NCP41","OUT017",1771.89897122564
"FDS08","OUT049",2751.34629326574
"FDX47","OUT045",2397.76312462948
"FDC53","OUT019",277.887120656447
"FDQ19","OUT035",4079.12655155467
"FDL14","OUT045",2300.56733865313
"FDM33","OUT019",540.562477148572
"FDA51","OUT045",1767.75867217505
"FDZ27","OUT018",742.007733783567
"FDT04","OUT046",648.426551591223
"DRC13","OUT049",1987.18812820121
"FDR16","OUT027",5476.29098418044
"FDQ03","OUT027",5804.91201045508
"FDE38","OUT035",2751.84738856254
"DRH23","OUT027",1748.28353825142
"FDT11","OUT019",551.054147146221
"FDD09","OUT035",3193.94080045684
"FDR40","OUT045",1446.64989722223
"FDX07","OUT017",3094.55489116548
"FDR07","OUT035",1500.4895218048
"FDA51","OUT017",2076.4343147141
"FDT59","OUT019",557.354279103454
"FDF20","OUT017",3049.46799636479
"FDR13","OUT045",1779.63987785952
"FDY26","OUT049",4168.2822513511
"FDW04","OUT017",2036.16544418228
"FDK52","OUT017",4235.12197995692
"FDN60","OUT049",2793.42740304517
"FDM09","OUT019",407.297636310414
"FDP46","OUT049",1460.14358919725
"FDB50","OUT019",269.784621298582
"NCQ29","OUT049",3852.47592174415
"FDP16","OUT027",5930.11311743289
"FDX33","OUT018",2471.77379281952
"FDP07","OUT010",558.426695181761
"FDN22","OUT046",3596.97243634435
"FDF39","OUT049",4147.81853537811
"FDS21","OUT017",917.627986408244
"NCM42","OUT013",1655.20376817933
"FDK50","OUT019",414.111527397952
"DRF13","OUT027",4006.50517312446
"FDH35","OUT018",2259.44801376316
"FDP60","OUT018",1344.05046040245
"DRJ49","OUT027",3050.08366686412
"NCT42","OUT019",424.52136459499
"FDE38","OUT049",2714.28687638448
"FDI04","OUT049",3107.58008155045
"NCH54","OUT045",2568.52282054437
"FDT56","OUT049",844.239068862937
"DRD15","OUT018",3205.88162401867
"FDV58","OUT013",3089.78900964056
"FDP21","OUT049",3368.08832814539
"FDH05","OUT013",3577.16180263281
"FDR10","OUT027",4281.82197433498
"NCP06","OUT045",2083.53023843631
"FDF33","OUT049",1639.87012327053
"DRK37","OUT013",2949.42520725578
"DRH49","OUT045",1298.81648676364
"FDT58","OUT013",2657.09341012061
"FDD41","OUT018",1448.57520274392
"FDP40","OUT018",1873.57021513099
"FDM51","OUT027",2776.52956953897
"FDO45","OUT010",262.346934536834
"FDW33","OUT010",300.703415807398
"FDY24","OUT045",1200.70607284498
"FDB10","OUT010",659.294684930033
"FDM40","OUT035",2290.4336621879
"NCI06","OUT017",3067.51227745858
"FDW12","OUT019",369.949986498539
"FDX48","OUT027",4216.25611937704
"NCW05","OUT027",2693.66648570755
"FDX27","OUT017",1509.81443455424
"DRM37","OUT045",3063.28018521839
"FDA38","OUT045",3674.29683326655
"FDR36","OUT046",831.410112607937
"FDZ45","OUT046",3037.0237230587
"FDG05","OUT017",2558.6017726271
"FDK28","OUT013",4641.47851191585
"FDV47","OUT045",1332.80660472537
"FDN21","OUT045",2721.57469328962
"FDP20","OUT027",3032.95485627715
"FDI35","OUT045",3007.66796885311
"DRY23","OUT013",733.940648769811
"FDA56","OUT017",2132.4857977389
"FDB09","OUT013",1856.50453075528
"NCO26","OUT027",2776.85559579932
"FDQ49","OUT018",2364.20383861406
"FDI52","OUT027",3013.99129348579
"FDZ44","OUT027",3053.41159044603
"FDZ09","OUT018",2387.18193460817
"FDY03","OUT049",1871.34738910314
"NCG42","OUT017",2292.88163380885
"DRI13","OUT027",5531.05704899652
"FDQ32","OUT013",1955.16667818596
"FDW16","OUT035",1399.18754244155
"FDU27","OUT046",769.448669880623
"FDR28","OUT010",483.747916886699
"FDQ49","OUT010",557.951575599631
"FDS37","OUT046",1921.25577669121
"FDW26","OUT018",3386.1113193746
"FDX12","OUT018",3198.62709738575
"NCP06","OUT013",2539.00957778071
"FDW45","OUT010",518.943153304891
"NCN30","OUT049",1542.73606630622
"FDN24","OUT049",837.771297006193
"NCL41","OUT027",1340.6640564292
"FDR02","OUT019",269.36414852589
"FDD09","OUT010",534.515583131047
"FDS33","OUT010",288.10331820509
"FDU22","OUT045",1780.67964889693
"FDI53","OUT013",2472.05322416767
"DRH01","OUT049",2943.58336556034
"FDX32","OUT013",2470.25879625602
"NCP30","OUT018",597.633706696255
"FDB60","OUT045",2743.37308474716
"FDB14","OUT049",1448.74846101685
"NCP02","OUT035",985.464732150385
"FDJ10","OUT017",2343.35089334673
"FDG34","OUT046",1882.46785619291
"NCB18","OUT017",1443.62857968487
"FDM16","OUT049",1253.73458454353
"FDW25","OUT018",1530.7895286453
"FDB35","OUT010",284.12854928243
"DRN11","OUT013",2337.87381247972
"FDF41","OUT019",571.650972294278
"FDH16","OUT045",1431.091363351
"NCQ50","OUT018",3120.88253183113
"DRH23","OUT018",678.973366151764
"DRJ37","OUT013",2279.76087080146
"DRJ24","OUT027",4824.66733159768
"FDY16","OUT035",3275.83203286148
"FDQ27","OUT045",1781.3151777155
"FDZ33","OUT045",2352.84853801162
"FDF29","OUT045",1927.72989850445
"FDA08","OUT049",2923.43002298689
"FDG31","OUT046",957.251926051012
"FDE34","OUT019",406.082415836151
"NCR30","OUT027",2240.97869448324
"FDV33","OUT035",4208.98856506768
"DRZ24","OUT018",1694.90750603214
"NCL54","OUT035",3062.0904163846
"FDR12","OUT049",2928.99640025279
"NCC54","OUT046",3828.5822086576
"DRN59","OUT013",737.240866007881
"FDX50","OUT019",254.058044291417
"FDV31","OUT027",5010.22692489165
"NCA29","OUT027",4564.47288653673
"FDW60","OUT049",3052.43687839941
"FDX08","OUT017",3094.6412368032
"DRD49","OUT013",3747.19384639498
"FDD33","OUT046",3578.18668181288
"FDW35","OUT013",750.222839539396
"FDJ36","OUT017",1851.44675314427
"FDV51","OUT035",3150.47542021866
"FDW36","OUT046",1664.51167829433
"FDH35","OUT046",2457.4748997461
"NCS30","OUT027",2897.09758861137
"FDN49","OUT017",645.3029785884
"FDL08","OUT018",3346.05855903748
"FDI09","OUT013",3633.79341197706
"FDP19","OUT018",1699.90795658961
"FDU21","OUT010",144.813603721858
"NCP41","OUT045",1596.59903296324
"FDY10","OUT013",1829.32068174597
"FDP12","OUT018",567.88667411013
"NCN26","OUT049",1924.82330336001
"FDK44","OUT013",2853.44380465707
"FDC28","OUT049",1634.02769212354
"FDJ41","OUT027",6071.87405417497
"NCT29","OUT035",1939.34338155653
"NCH42","OUT019",561.201817834213
"FDU60","OUT018",2352.43731408016
"FDS02","OUT045",3008.04831478568
"FDC51","OUT046",2260.31659717276
"FDU03","OUT013",3066.38186358366
"FDX39","OUT045",3815.40809452417
"NCY05","OUT010",148.258738722343
"NCL06","OUT027",5665.63769618526
"FDD32","OUT035",1302.17907011623
"NCN41","OUT045",1768.21566760756
"NCX53","OUT049",2385.81882511333
"FDU57","OUT019",363.092772971464
"FDQ23","OUT046",1873.18388634798
"FDQ52","OUT045",4164.69892931214
"FDC14","OUT045",655.026517812082
"FDY09","OUT035",3314.66797304654
"FDQ28","OUT045",2649.57230450252
"FDV25","OUT046",4229.94457133626
"FDJ07","OUT035",2019.93778391603
"DRB25","OUT049",1695.13737453742
"FDK52","OUT019",581.911032603544
"FDY52","OUT027",2199.1950168079
"FDB28","OUT046",3197.07548846525
"FDT36","OUT035",661.698928793669
"FDV25","OUT017",4129.66196621077
"NCN07","OUT027",3294.30848274143
"FDC57","OUT017",3111.78776985376
"FDQ03","OUT018",3259.24677504362
"FDU23","OUT017",2698.07653147066
"NCX41","OUT035",3510.85633742317
"NCD06","OUT035",753.47997152449
"FDW08","OUT045",1656.54913854602
"NCU29","OUT017",2548.00668462854
"NCE06","OUT013",2529.69330712762
"FDV52","OUT010",337.543598125408
"FDB02","OUT017",2971.62689089669
"NCR18","OUT045",738.493581730841
"FDK16","OUT049",1461.71732557772
"NCQ29","OUT010",880.215913592541
"FDZ01","OUT019",267.942844523923
"FDW27","OUT035",2435.59075207413
"FDD17","OUT018",3259.40199239427
"FDW39","OUT013",2911.29440018509
"DRH59","OUT045",1218.19763906377
"FDS52","OUT013",1410.82023812368
"FDU40","OUT027",5348.89076448271
"NCF54","OUT013",2630.48824257127
"FDH46","OUT045",1527.69372974565
"NCP14","OUT049",1725.44090556891
"FDH50","OUT049",3189.14141220308
"DRF15","OUT010",489.270272909811
"FDV27","OUT027",2689.96146132248
"NCJ06","OUT049",2064.79848400685
"FDN02","OUT018",3286.43607643178
"FDQ51","OUT049",825.165102804522
