"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDB23","OUT046",3450.77612304688
"FDR49","OUT045",750.821472167969
"FDB03","OUT010",628.59228515625
"FDN39","OUT045",2359.18896484375
"FDX02","OUT027",5973.33544921875
"FDQ16","OUT027",2558.68017578125
"FDU35","OUT018",1462.97546386719
"NCT29","OUT013",1868.70153808594
"FDZ27","OUT046",826.225158691406
"FDN57","OUT017",2246.35571289062
"FDA03","OUT018",2044.60339355469
"FDZ36","OUT045",2900.42431640625
"NCU05","OUT013",1206.74523925781
"FDT39","OUT018",2157.4453125
"FDK60","OUT017",1549.12829589844
"FDZ25","OUT017",2819.2080078125
"FDG12","OUT046",2017.52734375
"DRB01","OUT019",539.499755859375
"NCC43","OUT027",6282.10986328125
"FDX13","OUT019",758.283264160156
"FDM22","OUT049",840.025817871094
"FDJ03","OUT027",1461.33642578125
"FDU14","OUT018",3428.85986328125
"FDB33","OUT010",617.336181640625
"FDP27","OUT046",3019.89428710938
"FDO38","OUT010",345.389312744141
"FDE28","OUT027",5945.75537109375
"FDO27","OUT035",1613.759765625
"DRL23","OUT027",2544.12280273438
"FDS28","OUT046",935.413879394531
"FDX24","OUT013",1454.41015625
"FDZ02","OUT035",1589.45544433594
"FDL46","OUT045",1711.80310058594
"FDS60","OUT027",4727.2900390625
"NCO06","OUT017",626.683166503906
"FDO16","OUT035",1595.98571777344
"FDC60","OUT049",1502.33142089844
"FDA48","OUT018",3266.552734375
"FDZ36","OUT027",4537.42236328125
"FDK27","OUT045",1905.60241699219
"FDW23","OUT018",614.686157226562
"FDM14","OUT018",1498.84594726562
"FDM14","OUT013",1674.86181640625
"FDW60","OUT018",2613.12890625
"FDE21","OUT013",1947.62866210938
"NCM42","OUT035",1741.62768554688
"FDY59","OUT010",298.068420410156
"DRI49","OUT049",1259.04565429688
"FDT28","OUT019",428.652069091797
"FDQ22","OUT018",518.710754394531
"FDR60","OUT049",1181.66748046875
"FDC50","OUT019",283.188842773438
"FDV24","OUT013",2298.66259765625
"DRF48","OUT010",598.595581054688
"FDQ47","OUT046",709.284545898438
"DRN36","OUT049",1523.16174316406
"NCY06","OUT035",2067.67431640625
"FDE52","OUT035",1476.36706542969
"NCB54","OUT045",1813.84790039062
"NCF31","OUT035",2464.05322265625
"FDJ08","OUT027",5042.44775390625
"NCC07","OUT017",1649.19262695312
"NCD19","OUT027",1591.07861328125
"FDL46","OUT049",1835.55578613281
"FDM20","OUT045",3873.93188476562
"NCI06","OUT010",555.403198242188
"DRM11","OUT035",4115.89501953125
"NCH07","OUT018",2317.79028320312
"FDS23","OUT013",1913.44482421875
"FDO49","OUT018",655.061462402344
"FDS35","OUT049",1045.40319824219
"DRK39","OUT045",1350.67932128906
"DRI39","OUT049",927.945861816406
"FDV04","OUT017",2419.49438476562
"NCN14","OUT035",3100.59399414062
"FDH08","OUT013",4005.15161132812
"FDS20","OUT046",3046.27758789062
"FDV40","OUT049",1134.24267578125
"FDZ48","OUT010",416.619171142578
"FDS24","OUT027",2264.03125
"FDK44","OUT049",2785.79541015625
"FDS48","OUT045",2493.64721679688
"FDK26","OUT010",653.217529296875
"FDD23","OUT045",2922.48461914062
"NCH54","OUT017",2710.09375
"NCP14","OUT010",348.151153564453
"FDM60","OUT010",13.8047332763672
"FDV24","OUT017",2298.20947265625
"FDH08","OUT018",3246.78002929688
"FDS12","OUT027",3266.05908203125
"FDR39","OUT027",4837.8525390625
"FDP12","OUT027",1105.22021484375
"DRF60","OUT027",5872.310546875
"FDC09","OUT035",1769.84216308594
"FDF50","OUT018",2754.28076171875
"FDG28","OUT035",4009.05029296875
"NCE19","OUT017",911.108337402344
"NCM53","OUT010",383.146667480469
"NCN18","OUT049",1773.30029296875
"FDF32","OUT035",3187.20043945312
"FDF11","OUT013",3883.22021484375
"DRI59","OUT049",3856.06982421875
"NCG54","OUT035",2816.89770507812
"FDM44","OUT046",1666.35217285156
"FDT57","OUT018",3046.88452148438
"FDV24","OUT046",2295.890625
"FDI50","OUT019",668.844360351562
"FDS09","OUT035",859.171936035156
"NCC31","OUT027",3512.40893554688
"FDQ07","OUT019",591.0859375
"FDC22","OUT017",3024.34423828125
"FDZ56","OUT046",2715.50073242188
"FDZ40","OUT019",200.912796020508
"FDS46","OUT027",2841.0537109375
"DRD24","OUT045",2310.9970703125
"FDV45","OUT017",3137.39697265625
"FDL26","OUT045",2310.16186523438
"FDA56","OUT018",1680.89831542969
"FDN27","OUT046",1812.49755859375
"FDM20","OUT049",3986.41186523438
"FDO16","OUT017",1589.44372558594
"FDL03","OUT035",3134.46826171875
"FDE58","OUT046",1851.71252441406
"FDI02","OUT027",2895.11938476562
"NCC55","OUT019",44.7360992431641
"FDR03","OUT018",2972.14282226562
"FDB14","OUT017",1453.35375976562
"FDR45","OUT013",3844.86962890625
"NCN07","OUT017",2013.24548339844
"FDM51","OUT019",328.581756591797
"FDT52","OUT027",6073.037109375
"FDL26","OUT046",2356.61596679688
"NCZ42","OUT046",3502.31469726562
"DRI47","OUT019",438.546081542969
"FDW40","OUT013",2361.24536132812
"FDN34","OUT046",2732.875
"FDS01","OUT035",2965.36279296875
"NCG55","OUT045",1854.69897460938
"FDC11","OUT035",1300.23596191406
"FDX35","OUT018",3047.16162109375
"NCB06","OUT046",2521.8935546875
"FDR09","OUT019",669.13427734375
"FDC53","OUT017",1617.73571777344
"FDY45","OUT013",3957.21069335938
"FDA22","OUT010",569.692993164062
"FDE02","OUT035",1578.80529785156
"FDW21","OUT045",1748.78540039062
"FDV34","OUT046",1246.68811035156
"FDS59","OUT049",1695.37487792969
"NCW17","OUT017",2167.38671875
"NCK54","OUT046",1892.44885253906
"FDG17","OUT019",791.431091308594
"FDG35","OUT017",2832.57055664062
"FDD08","OUT010",-4.65530490875244
"NCO07","OUT017",3662.23876953125
"FDJ10","OUT010",369.695526123047
"FDW36","OUT017",1679.29772949219
"FDW21","OUT010",446.332092285156
"FDY19","OUT017",1863.888671875
"DRE03","OUT013",715.236083984375
"NCC55","OUT049",706.930969238281
"FDH52","OUT010",156.076446533203
"FDO09","OUT017",4227.99560546875
"FDU43","OUT045",3749.2353515625
"FDX09","OUT010",577.053588867188
"FDH40","OUT019",279.096038818359
"FDW58","OUT017",1602.37756347656
"FDC47","OUT017",3881.71801757812
"NCR41","OUT035",1536.55578613281
"DRG49","OUT035",4085.53491210938
"FDC52","OUT027",3909.2509765625
"FDY13","OUT046",1232.353515625
"FDY35","OUT013",715.103393554688
"FDI35","OUT017",3355.22192382812
"NCU18","OUT049",2425.36938476562
"FDY33","OUT018",2374.43383789062
"FDC15","OUT027",3656.33349609375
"FDU01","OUT049",3027.64282226562
"NCU42","OUT046",2796.55834960938
"NCV29","OUT018",2664.2734375
"NCY30","OUT017",3047.80444335938
"FDQ46","OUT049",1754.62329101562
"FDG58","OUT027",4028.25854492188
"FDK33","OUT017",3868.5556640625
"NCD07","OUT045",1745.01977539062
"NCX29","OUT027",3962.6630859375
"NCT42","OUT013",2301.49169921875
"DRN59","OUT035",788.089111328125
"FDI44","OUT035",1271.43310546875
"FDA45","OUT049",2204.83374023438
"FDP31","OUT045",904.571533203125
"FDY01","OUT046",1877.31384277344
"FDT09","OUT018",1689.65161132812
"DRH03","OUT027",2537.90161132812
"FDA36","OUT018",2462.6943359375
"NCF31","OUT017",2347.46044921875
"FDG14","OUT049",2484.61376953125
"FDG28","OUT027",6084.30224609375
"FDU14","OUT049",4012.51538085938
"FDY47","OUT019",340.814514160156
"FDI56","OUT049",1446.56958007812
"DRD01","OUT013",811.035827636719
"FDM22","OUT046",916.2275390625
"FDH33","OUT013",694.350952148438
"DRZ24","OUT013",1814.564453125
"NCQ38","OUT046",1654.22033691406
"FDO16","OUT027",1912.84606933594
"FDU07","OUT027",3975.60278320312
"NCB07","OUT013",2874.42700195312
"FDU48","OUT045",1902.83874511719
"NCM43","OUT045",2642.9892578125
"FDR31","OUT010",609.91455078125
"DRK49","OUT018",528.937316894531
"NCI30","OUT010",804.736938476562
"DRD60","OUT017",3124.12158203125
"NCG19","OUT046",3376.27880859375
"FDH12","OUT035",1704.07995605469
"FDM32","OUT035",1450.70617675781
"FDM27","OUT035",2592.70922851562
"NCU53","OUT027",3790.86254882812
"NCQ18","OUT046",1581.1875
"FDS10","OUT013",2906.12548828125
"FDB33","OUT027",4159.96484375
"FDI12","OUT013",1386.1181640625
"NCW42","OUT013",3729.35424804688
"NCC06","OUT018",1760.26403808594
"FDW02","OUT017",2132.40966796875
"NCD43","OUT017",1779.8291015625
"FDM57","OUT018",1071.94213867188
"FDA58","OUT017",3722.2646484375
"FDK56","OUT046",2972.138671875
"FDP52","OUT045",3764.62915039062
"FDW20","OUT018",1664.3681640625
"FDS52","OUT049",1641.11853027344
"NCT29","OUT018",1641.48803710938
"NCL54","OUT013",2817.46801757812
"FDC05","OUT045",2896.95751953125
"FDF34","OUT035",3034.705078125
"FDP03","OUT027",3096.25048828125
"FDD32","OUT010",333.946044921875
"FDZ10","OUT045",1938.33349609375
"FDZ40","OUT035",928.719787597656
"FDD51","OUT018",548.287353515625
"NCY30","OUT019",490.515655517578
"FDP58","OUT017",3572.17724609375
"FDV49","OUT017",4289.3955078125
"FDY24","OUT019",86.5594329833984
"NCO55","OUT017",1762.54113769531
"FDR13","OUT017",1929.06469726562
"FDS51","OUT017",1004.62554931641
"FDP26","OUT045",1625.48071289062
"NCB54","OUT027",3103.2607421875
"FDF32","OUT017",3192.92016601562
"FDN31","OUT018",2674.37890625
"DRM48","OUT017",684.958129882812
"FDN20","OUT049",2817.43017578125
"DRL01","OUT046",3707.71655273438
"FDV56","OUT049",1669.19995117188
"DRH13","OUT027",2675.14111328125
"FDA03","OUT017",2386.47192382812
"FDF47","OUT027",6250.29638671875
"FDX32","OUT046",2470.09423828125
"FDX57","OUT049",1578.94018554688
"NCA30","OUT045",2867.35693359375
"FDO49","OUT013",764.282836914062
"FDL04","OUT019",267.201049804688
"DRM48","OUT035",672.098510742188
"FDR16","OUT013",3619.98022460938
"NCC19","OUT018",2732.16088867188
"NCE42","OUT045",3111.03369140625
"FDY24","OUT017",1221.42456054688
"FDH19","OUT049",2771.068359375
"FDJ46","OUT013",2761.37524414062
"FDN45","OUT010",564.296691894531
"FDY08","OUT035",2348.22314453125
"FDZ37","OUT035",1470.99108886719
"NCT30","OUT045",750.854431152344
"DRY23","OUT018",537.166320800781
"NCZ30","OUT018",1774.28381347656
"FDC44","OUT018",1517.70654296875
"FDB45","OUT035",1551.75073242188
"FDY04","OUT013",2552.630859375
"FDM27","OUT046",2605.54931640625
"FDZ43","OUT017",4018.66430664062
"FDT39","OUT019",421.771514892578
"NCC06","OUT019",451.112701416016
"FDL15","OUT027",4022.88427734375
"FDL57","OUT017",4257.91357421875
"FDU08","OUT046",1560.66650390625
"FDK40","OUT017",4243.60302734375
"FDQ12","OUT010",906.424987792969
"FDS48","OUT017",2556.9140625
"FDP09","OUT045",3296.83935546875
"FDW21","OUT049",1693.17333984375
"FDY25","OUT035",3134.75244140625
"DRE13","OUT017",1479.06091308594
"FDV43","OUT019",65.676025390625
"FDD22","OUT045",1678.50671386719
"FDM46","OUT019",286.749481201172
"NCO30","OUT010",671.26220703125
"FDM25","OUT046",2765.94140625
"NCN41","OUT049",2006.34851074219
"FDU24","OUT045",1524.13513183594
"FDZ50","OUT046",3001.703125
"FDP45","OUT013",3955.02905273438
"NCM54","OUT045",1932.892578125
"FDW10","OUT019",421.270477294922
"FDP20","OUT017",1947.32861328125
"FDK32","OUT046",2473.38012695312
"FDN52","OUT049",1401.25244140625
"FDM58","OUT045",1672.34240722656
"FDZ46","OUT027",2999.16967773438
"NCA18","OUT018",1614.25256347656
"FDD35","OUT046",2006.3916015625
"NCK31","OUT035",813.3466796875
"FDI40","OUT027",2753.48071289062
"FDT50","OUT019",174.026763916016
"NCT06","OUT046",2560.0078125
"FDT31","OUT035",3055.18359375
"FDT45","OUT049",792.152099609375
"FDT13","OUT045",2976.3974609375
"FDO50","OUT045",1383.53637695312
"NCU18","OUT010",531.746337890625
"NCR54","OUT049",3195.75048828125
"NCO18","OUT018",2550.271484375
"FDU09","OUT045",922.732177734375
"FDT13","OUT018",2668.49243164062
"FDE09","OUT046",1746.82421875
"NCK53","OUT019",305.460876464844
"FDG45","OUT049",3772.36352539062
"DRH15","OUT035",740.579528808594
"FDO21","OUT019",610.603515625
"FDD14","OUT027",4875.04638671875
"FDC09","OUT046",1722.01318359375
"FDH45","OUT027",1160.34655761719
"FDV32","OUT046",1196.279296875
"FDG12","OUT035",1994.05517578125
"FDS32","OUT013",2155.47119140625
"NCL55","OUT018",3238.51123046875
"DRE01","OUT035",3894.82788085938
"DRE15","OUT049",1280.77697753906
"NCL42","OUT045",3843.7626953125
"FDP31","OUT013",876.969360351562
"FDN33","OUT018",1409.06469726562
"FDZ59","OUT046",2567.43286132812
"FDE45","OUT010",566.294128417969
"FDJ07","OUT013",1817.99719238281
"FDQ45","OUT018",2656.35498046875
"FDM33","OUT027",5567.68310546875
"FDO15","OUT010",283.672760009766
"FDM46","OUT013",1540.33178710938
"FDR03","OUT045",3414.943359375
"FDY49","OUT018",2379.44360351562
"FDQ60","OUT045",1798.32739257812
"FDW10","OUT049",2558.2724609375
"FDO51","OUT049",762.793212890625
"FDJ40","OUT018",1424.58581542969
"FDS20","OUT018",2700.16235351562
"FDU45","OUT013",1850.45520019531
"FDV02","OUT035",2796.52172851562
"FDN09","OUT046",3760.271484375
"NCM55","OUT027",5149.19677734375
"FDN23","OUT018",2204.55322265625
"FDY31","OUT010",596.168334960938
"FDW03","OUT010",401.355377197266
"FDD14","OUT046",2905.28173828125
"FDV23","OUT017",1939.91650390625
"DRI03","OUT045",2647.57763671875
"FDN13","OUT035",1427.94372558594
"FDF45","OUT027",1689.61193847656
"FDU46","OUT035",1463.88916015625
"FDB57","OUT049",3673.37133789062
"FDV12","OUT049",1615.75305175781
"FDQ58","OUT013",2300.4921875
"NCA18","OUT017",1836.71508789062
"FDH52","OUT049",992.408081054688
"FDM24","OUT018",2123.69921875
"NCP43","OUT027",4561.22265625
"NCO18","OUT019",454.118591308594
"FDM32","OUT017",1366.8466796875
"NCL07","OUT017",635.975769042969
"FDK03","OUT013",4180.2001953125
"FDP59","OUT017",1510.73596191406
"FDQ24","OUT049",4000.30224609375
"FDQ16","OUT018",1375.39770507812
"FDU44","OUT013",2582.15673828125
"FDH28","OUT010",28.8337173461914
"FDV28","OUT019",33.1036796569824
"FDM22","OUT045",897.792907714844
"FDR56","OUT046",3022.96044921875
"FDV39","OUT049",3024.35400390625
"FDU37","OUT019",339.7421875
"FDQ11","OUT010",1013.75726318359
"FDX02","OUT045",3739.900390625
"NCS42","OUT018",1354.560546875
"FDY57","OUT027",2564.84057617188
"FDB21","OUT049",3910.1572265625
"FDE28","OUT017",3836.2607421875
"FDQ55","OUT017",1979.43347167969
"FDA48","OUT049",3673.81713867188
"FDZ19","OUT045",2603.17895507812
"NCC43","OUT045",3562.24877929688
"NCV18","OUT046",1544.9658203125
"NCA42","OUT018",2368.82958984375
"FDY45","OUT046",3858.63916015625
"NCC30","OUT045",2751.48999023438
"FDM57","OUT013",1320.29089355469
"FDL09","OUT010",346.920562744141
"FDB09","OUT027",3190.45190429688
"FDT44","OUT035",1880.859375
"NCT06","OUT027",4110.82666015625
"FDX26","OUT049",3168.99536132812
"FDK32","OUT013",2440.76635742188
"DRA12","OUT046",2288.96875
"FDO46","OUT010",627.090087890625
"FDE52","OUT013",1330
"NCH42","OUT045",3746.34204101562
"FDV08","OUT035",746.189514160156
"FDB47","OUT018",3030.57202148438
"FDC28","OUT010",366.233032226562
"FDD22","OUT046",1859.76208496094
"FDS07","OUT027",3099.17626953125
"DRI13","OUT045",3480.52465820312
"FDG32","OUT018",3446.64306640625
"FDU14","OUT017",4189.75830078125
"FDD28","OUT019",198.014205932617
"NCP41","OUT017",1734.92700195312
"FDS08","OUT049",2734.05102539062
"FDX47","OUT045",2441.18823242188
"FDC53","OUT019",281.449127197266
"FDQ19","OUT035",3725.76318359375
"FDL14","OUT045",2351.87768554688
"FDM33","OUT019",585.561767578125
"FDA51","OUT045",1780.12109375
"FDZ27","OUT018",684.127990722656
"FDT04","OUT046",661.548767089844
"DRC13","OUT049",1913.06311035156
"FDR16","OUT027",5342.97265625
"FDQ03","OUT027",6006.63330078125
"FDE38","OUT035",2711.58520507812
"DRH23","OUT027",1620.47399902344
"FDT11","OUT019",691.012939453125
"FDD09","OUT035",3156.95190429688
"FDR40","OUT045",1390.88439941406
"FDX07","OUT017",3150.10083007812
"FDR07","OUT035",1543.03686523438
"FDA51","OUT017",1944.15783691406
"FDT59","OUT019",685.774169921875
"FDF20","OUT017",3085.36010742188
"FDR13","OUT045",1802.60168457031
"FDY26","OUT049",3735.73999023438
"FDW04","OUT017",1959.75024414062
"FDK52","OUT017",3973.59521484375
"FDN60","OUT049",2653.65771484375
"FDM09","OUT019",458.851531982422
"FDP46","OUT049",1349.41003417969
"FDB50","OUT019",261.263519287109
"NCQ29","OUT049",3828.7353515625
"FDP16","OUT027",6212.9111328125
"FDX33","OUT018",2305.98486328125
"FDP07","OUT010",636.414123535156
"FDN22","OUT046",3651.67333984375
"FDF39","OUT049",4401.486328125
"FDS21","OUT017",961.510864257812
"NCM42","OUT013",1643.65551757812
"FDK50","OUT019",448.116333007812
"DRF13","OUT027",3921.76245117188
"FDH35","OUT018",2321.31420898438
"FDP60","OUT018",1365.57336425781
"DRJ49","OUT027",3032.8701171875
"NCT42","OUT019",406.753387451172
"FDE38","OUT049",2705.11059570312
"FDI04","OUT049",3182.54541015625
"NCH54","OUT045",2587.025390625
"FDT56","OUT049",909.332946777344
"DRD15","OUT018",3202.3935546875
"FDV58","OUT013",2743.78662109375
"FDP21","OUT049",3219.71411132812
"FDH05","OUT013",3730.84887695312
"FDR10","OUT027",4362.77880859375
"NCP06","OUT045",2224.62915039062
"FDF33","OUT049",1722.96813964844
"DRK37","OUT013",3131.98608398438
"DRH49","OUT045",1234.26953125
"FDT58","OUT013",2650.1962890625
"FDD41","OUT018",1473.39672851562
"FDP40","OUT018",1708.55041503906
"FDM51","OUT027",2627.21557617188
"FDO45","OUT010",302.719665527344
"FDW33","OUT010",348.992248535156
"FDY24","OUT045",1177.95825195312
"FDB10","OUT010",714.253479003906
"FDM40","OUT035",2344.93896484375
"NCI06","OUT017",2972.51635742188
"FDW12","OUT019",413.085662841797
"FDX48","OUT027",4197.88623046875
"NCW05","OUT027",2588.0048828125
"FDX27","OUT017",1479.58630371094
"DRM37","OUT045",2949.68872070312
"FDA38","OUT045",3506.07861328125
"FDR36","OUT046",750.51123046875
"FDZ45","OUT046",3025.20092773438
"FDG05","OUT017",2521.44262695312
"FDK28","OUT013",4380.208984375
"FDV47","OUT045",1245.11999511719
"FDN21","OUT045",2346.84155273438
"FDP20","OUT027",2910.50903320312
"FDI35","OUT045",3152.87231445312
"DRY23","OUT013",690.406127929688
"FDA56","OUT017",2061.27416992188
"FDB09","OUT013",1837.17370605469
"NCO26","OUT027",2828.166015625
"FDQ49","OUT018",2168.02172851562
"FDI52","OUT027",3014.16552734375
"FDZ44","OUT027",2894.68774414062
"FDZ09","OUT018",2354.08178710938
"FDY03","OUT049",1859.13757324219
"NCG42","OUT017",2084.0576171875
"DRI13","OUT027",5387.583984375
"FDQ32","OUT013",1915.66906738281
"FDW16","OUT035",1422.28100585938
"FDU27","OUT046",760.015075683594
"FDR28","OUT010",551.803283691406
"FDQ49","OUT010",485.069000244141
"FDS37","OUT046",1839.16748046875
"FDW26","OUT018",3136.20703125
"FDX12","OUT018",3340.52587890625
"NCP06","OUT013",2276.01025390625
"FDW45","OUT010",578.573181152344
"NCN30","OUT049",1535.72973632812
"FDN24","OUT049",811.069763183594
"NCL41","OUT027",1034.0009765625
"FDR02","OUT019",289.923034667969
"FDD09","OUT010",683.305236816406
"FDS33","OUT010",344.004699707031
"FDU22","OUT045",1872.87768554688
"FDI53","OUT013",2492.76318359375
"DRH01","OUT049",2819.1533203125
"FDX32","OUT013",2362.36767578125
"NCP30","OUT018",568.497619628906
"FDB60","OUT045",2853.01025390625
"FDB14","OUT049",1430.375
"NCP02","OUT035",980.1962890625
"FDJ10","OUT017",2353.52124023438
"FDG34","OUT046",1770.38708496094
"NCB18","OUT017",1330.01916503906
"FDM16","OUT049",1250.29382324219
"FDW25","OUT018",1295.73071289062
"FDB35","OUT010",347.172698974609
"DRN11","OUT013",2175.45043945312
"FDF41","OUT019",514.694519042969
"FDH16","OUT045",1384.712890625
"NCQ50","OUT018",3074.33642578125
"DRH23","OUT018",744.215148925781
"DRJ37","OUT013",2293.3818359375
"DRJ24","OUT027",4965.47802734375
"FDY16","OUT035",3161.76147460938
"FDQ27","OUT045",1866.08959960938
"FDZ33","OUT045",2325.74877929688
"FDF29","OUT045",2002.80920410156
"FDA08","OUT049",2629.60229492188
"FDG31","OUT046",962.158020019531
"FDE34","OUT019",539.473266601562
"NCR30","OUT027",2001.40673828125
"FDV33","OUT035",4180.87060546875
"DRZ24","OUT018",1690.70385742188
"NCL54","OUT035",2918.00244140625
"FDR12","OUT049",2954.41796875
"NCC54","OUT046",3573.60083007812
"DRN59","OUT013",703.158752441406
"FDX50","OUT019",327.585906982422
"FDV31","OUT027",4907.3017578125
"NCA29","OUT027",4788.00537109375
"FDW60","OUT049",2886.705078125
"FDX08","OUT017",3201.87133789062
"DRD49","OUT013",3590.18286132812
"FDD33","OUT046",3505.41723632812
"FDW35","OUT013",690.804565429688
"FDJ36","OUT017",1716.40515136719
"FDV51","OUT035",2782.90161132812
"FDW36","OUT046",1651.32543945312
"FDH35","OUT046",2548.16430664062
"NCS30","OUT027",2733.45434570312
"FDN49","OUT017",678.978576660156
"FDL08","OUT018",3298.41015625
"FDI09","OUT013",3570.69897460938
"FDP19","OUT018",1679.62670898438
"FDU21","OUT010",-4.30919551849365
"NCP41","OUT045",1603.16528320312
"FDY10","OUT013",1777.33056640625
"FDP12","OUT018",505.233367919922
"NCN26","OUT049",1895.90051269531
"FDK44","OUT013",2735.25708007812
"FDC28","OUT049",1645.28393554688
"FDJ41","OUT027",6337.97900390625
"NCT29","OUT035",2024.4755859375
"NCH42","OUT019",690.403503417969
"FDU60","OUT018",2308.43627929688
"FDS02","OUT045",2981.97924804688
"FDC51","OUT046",1995.52172851562
"FDU03","OUT013",3007.861328125
"FDX39","OUT045",3586.33056640625
"NCY05","OUT010",42.4098815917969
"NCL06","OUT027",5727.64111328125
"FDD32","OUT035",1247.40893554688
"NCN41","OUT045",1905.8525390625
"NCX53","OUT049",2355.20776367188
"FDU57","OUT019",383.31396484375
"FDQ23","OUT046",1740.81384277344
"FDQ52","OUT045",4098.42578125
"FDC14","OUT045",664.328796386719
"FDY09","OUT035",3029.1357421875
"FDQ28","OUT045",2514.4765625
"FDV25","OUT046",3931.84130859375
"FDJ07","OUT035",1963.23608398438
"DRB25","OUT049",1678.30419921875
"FDK52","OUT019",650.780456542969
"FDY52","OUT027",1699.47644042969
"FDB28","OUT046",3008.68725585938
"FDT36","OUT035",663.093322753906
"FDV25","OUT017",3967.02294921875
"NCN07","OUT027",3326.10864257812
"FDC57","OUT017",3110.38549804688
"FDQ03","OUT018",3179.37866210938
"FDU23","OUT017",2805.38256835938
"NCX41","OUT035",3646.80078125
"NCD06","OUT035",777.576416015625
"FDW08","OUT045",1670.28369140625
"NCU29","OUT017",2510.3330078125
"NCE06","OUT013",2361.5107421875
"FDV52","OUT010",370.942810058594
"FDB02","OUT017",2862.47998046875
"NCR18","OUT045",670.251953125
"FDK16","OUT049",1548.42346191406
"NCQ29","OUT010",838.908325195312
"FDZ01","OUT019",295.040832519531
"FDW27","OUT035",2373.53344726562
"FDD17","OUT018",3184.03955078125
"FDW39","OUT013",2754.96997070312
"DRH59","OUT045",1133.72229003906
"FDS52","OUT013",1598.60083007812
"FDU40","OUT027",6353.26513671875
"NCF54","OUT013",2735.44091796875
"FDH46","OUT045",1621.42016601562
"NCP14","OUT049",1733.68884277344
"FDH50","OUT049",3169.61499023438
"DRF15","OUT010",552.658569335938
"FDV27","OUT027",2409.45239257812
"NCJ06","OUT049",1962.67297363281
"FDN02","OUT018",3116.94360351562
"FDQ51","OUT049",805.284545898438
"FDQ07","OUT017",3992.88842773438
"FDS45","OUT049",1907.02160644531
"NCJ06","OUT045",1872.92517089844
"FDD36","OUT035",2032.38049316406
